cat1,cat2,cat3,value,description,generic_name,active_date,active_reason,deactive_date,deactive_reason,source
ndc,statin,simvastatin,24658030090,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,60505016909,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,68180048509,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,combination,,66582031574,"Antihyperlipidemic Drugs, NEC",Ezetimibe/Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,68071091630,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,68115021830,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,63739041910,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,55289069214,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,68180046707,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,68258600003,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,68180048709,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,63629358301,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,combination,,66582031552,"Antihyperlipidemic Drugs, NEC",Ezetimibe/Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,rosuvastatin,70377000612,"Antihyperlipidemic Drugs, NEC",Rosuvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,23490935509,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,rosuvastatin,53217011390,"Antihyperlipidemic Drugs, NEC",Rosuvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,66105012115,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,68180048102,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,68382006905,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,rosuvastatin,68258601703,"Antihyperlipidemic Drugs, NEC",Rosuvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,Gemfibrozil,,00005316032,"Antihyperlipidemic Drugs, NEC",Gemfibrozil,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,colestipol,,00009026001,"Antihyperlipidemic Drugs, NEC",Colestipol Hydrochloride,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,colestipol,,00009026017,"Antihyperlipidemic Drugs, NEC",Colestipol Hydrochloride,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,colestipol,,00009037003,"Antihyperlipidemic Drugs, NEC",Colestipol Hydrochloride,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,cholestyramine,,00015944214,"Antihyperlipidemic Drugs, NEC",Cholestyramine,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,cholestyramine,,00047200820,"Antihyperlipidemic Drugs, NEC",Cholestyramine,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,cholestyramine,,00087500341,"Antihyperlipidemic Drugs, NEC",Cholestyramine,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,cholestyramine,,00185094097,"Antihyperlipidemic Drugs, NEC",Cholestyramine,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,cholestyramine,,00245053637,"Antihyperlipidemic Drugs, NEC",Cholestyramine,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,Gemfibrozil,,00403391371,"Antihyperlipidemic Drugs, NEC",Gemfibrozil,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,Gemfibrozil,,50752031008,"Antihyperlipidemic Drugs, NEC",Gemfibrozil,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,Gemfibrozil,,16714010105,"Antihyperlipidemic Drugs, NEC",Gemfibrozil,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,Gemfibrozil,,23490562602,"Antihyperlipidemic Drugs, NEC",Gemfibrozil,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,Fenofibric acid,,53489067807,"Antihyperlipidemic Drugs, NEC",Fenofibric Acid,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,Gemfibrozil,,54569801600,"Antihyperlipidemic Drugs, NEC",Gemfibrozil,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,Gemfibrozil,,54569851100,"Antihyperlipidemic Drugs, NEC",Gemfibrozil,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,Gemfibrozil,,61392011651,"Antihyperlipidemic Drugs, NEC",Gemfibrozil,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,ezetimibe,,69238115405,"Antihyperlipidemic Drugs, NEC",Ezetimibe,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,00093057610,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,16714068203,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,,00026288551,"Antihyperlipidemic Drugs, NEC",Cerivastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,33261054290,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,55289029330,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,66336095330,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,00781538492,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,21695074190,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,55289029390,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,51079097620,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,54868418106,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,60429032401,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,16729000615,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,51079039801,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,54868310400,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,rosuvastatin,57237016805,"Antihyperlipidemic Drugs, NEC",Rosuvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,62022077030,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,66336031090,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,00406206510,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,60760037990,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,24658021210,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,45865046051,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,13411011501,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,29273040204,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,16729000710,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,60760000530,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,65862005099,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,55887085890,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,00071015888,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,combination,,00074331290,"Antihyperlipidemic Drugs, NEC",Niacin/Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,63739042110,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,12280015030,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,13411016109,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,33261054600,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,33261054690,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,42291066790,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,49884075410,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,50268071215,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,68115075930,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,42254037930,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,54569538200,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,54569628501,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,58016000700,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,59630062830,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,60760001930,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,54458093410,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,68084050001,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,68180047901,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,16252052950,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,35356088530,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,43063044430,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,combination,,45963056708,"Antihyperlipidemic Drugs, NEC",Ezetimibe/Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,49884075602,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,49999088960,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,52959098990,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,54458093716,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,54569534600,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,54868196800,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,combination,,60429088230,"Antihyperlipidemic Drugs, NEC",Ezetimibe/Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,60505257908,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Fluvastatin,54569549800,"Antihyperlipidemic Drugs, NEC",Fluvastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,rosuvastatin,54868508501,"Antihyperlipidemic Drugs, NEC",Rosuvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,55887036960,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,49999090315,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,51079097630,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,55045301501,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,55887020330,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,68382006624,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,00071015773,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,combination,,00115138503,"Antihyperlipidemic Drugs, NEC",Ezetimibe/Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,00378828077,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,50111076217,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,49884075502,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,50111076203,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,54868068604,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,combination,,55887033330,"Antihyperlipidemic Drugs, NEC",Ezetimibe/Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,rosuvastatin,57237016990,"Antihyperlipidemic Drugs, NEC",Rosuvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,58016000860,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,60429024960,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,68084056501,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,70377000512,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,rosuvastatin,70377000911,"Antihyperlipidemic Drugs, NEC",Rosuvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,55111019905,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,59762015702,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,lovastatin,66336031030,"Antihyperlipidemic Drugs, NEC",Lovastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,rosuvastatin,67877044230,"Antihyperlipidemic Drugs, NEC",Rosuvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,68258605003,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,71335016901,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,rosuvastatin,66336067430,"Antihyperlipidemic Drugs, NEC",Rosuvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,rosuvastatin,00093757198,"Antihyperlipidemic Drugs, NEC",Rosuvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,60429032577,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,60687017811,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,66105012106,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,pravastatin,68084050111,"Antihyperlipidemic Drugs, NEC",Pravastatin Sodium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,simvastatin,65862005322,"Antihyperlipidemic Drugs, NEC",Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,combination,,69238115503,"Antihyperlipidemic Drugs, NEC",Ezetimibe/Simvastatin,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,colestipol,,00009045003,"Antihyperlipidemic Drugs, NEC","Colestipol Hydrochloride, Micronized",2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,cholestyramine,,00047200920,"Antihyperlipidemic Drugs, NEC",Cholestyramine,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,Fenofibric acid,,00228283809,"Antihyperlipidemic Drugs, NEC",Fenofibric Acid,2018-12-24,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
ndc,statin,Atorvastatin,69097091105,"Antihyperlipidemic Drugs, NEC",Atorvastatin Calcium,2018-12-23,swar,,,RWD_DB.RWD_REFERENCE_LIBRARY.AMN_REDBOOK_LATEST
